imagen_id,VP,FP,VN,FN,sensibilidad,especificidad,precision,exactitud,f1_score,dice,iou,mcc,npv,balanced_accuracy,fpr,fnr,area_real,area_predicha,hausdorff_distance,avg_surface_distance
TCGA_DU_6407_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_6407_37,0,78,16306,0,0.0,0.9952,0.0,0.9952,0.0,0.0,0.0,0.0,1.0,0.4976,0.0048,0.0,0,78,,
TCGA_DU_6407_47,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_6407_50,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_6408_20,0,87,16297,0,0.0,0.9947,0.0,0.9947,0.0,0.0,0.0,0.0,1.0,0.4973,0.0053,0.0,0,87,,
TCGA_DU_6408_25,695,202,15453,34,0.9534,0.9871,0.7748,0.9856,0.8549,0.8549,0.7465,0.8524,0.9978,0.9702,0.0129,0.0466,729,897,4.0,0.2
TCGA_DU_6408_27,1261,123,14882,118,0.9144,0.9918,0.9111,0.9853,0.9128,0.9128,0.8395,0.9047,0.9921,0.9531,0.0082,0.0856,1379,1384,5.0,0.12
TCGA_DU_6408_42,712,56,15530,86,0.8922,0.9964,0.9271,0.9913,0.9093,0.9093,0.8337,0.905,0.9945,0.9443,0.0036,0.1078,798,768,3.61,0.13
TCGA_DU_6408_51,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_6408_55,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_6408_56,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_11,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_28,979,33,15079,293,0.7697,0.9978,0.9674,0.9801,0.8573,0.8573,0.7502,0.8531,0.9809,0.8837,0.0022,0.2303,1272,1012,13.0,0.36
TCGA_DU_7008_29,960,43,15138,243,0.798,0.9972,0.9571,0.9825,0.8704,0.8704,0.7705,0.8652,0.9842,0.8976,0.0028,0.202,1203,1003,8.0,0.27
TCGA_DU_7008_37,96,61,16154,73,0.568,0.9962,0.6115,0.9918,0.589,0.589,0.4174,0.5852,0.9955,0.7821,0.0038,0.432,169,157,8.49,1.01
TCGA_DU_7008_40,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_42,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_49,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7008_51,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7010_19,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7010_22,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7010_23,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7010_24,159,316,15906,3,0.9815,0.9805,0.3347,0.9805,0.4992,0.4992,0.3326,0.5673,0.9998,0.981,0.0195,0.0185,162,475,22.56,1.79
TCGA_DU_7010_36,721,85,15227,351,0.6726,0.9944,0.8945,0.9734,0.7678,0.7678,0.6232,0.7627,0.9775,0.8335,0.0056,0.3274,1072,806,13.04,0.58
TCGA_DU_7010_38,674,60,15139,511,0.5688,0.9961,0.9183,0.9651,0.7024,0.7024,0.5414,0.7073,0.9673,0.7824,0.0039,0.4312,1185,734,13.6,1.08
TCGA_DU_7010_43,596,244,15376,168,0.7801,0.9844,0.7095,0.9749,0.7431,0.7431,0.5913,0.7309,0.9892,0.8822,0.0156,0.2199,764,840,13.15,0.57
TCGA_DU_7010_44,482,212,15411,279,0.6334,0.9864,0.6945,0.97,0.6625,0.6625,0.4954,0.6476,0.9822,0.8099,0.0136,0.3666,761,694,12.53,0.91
TCGA_DU_7010_54,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7010_58,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_26,126,19,16112,127,0.498,0.9988,0.869,0.9911,0.6332,0.6332,0.4632,0.6541,0.9922,0.7484,0.0012,0.502,253,145,8.0,0.64
TCGA_DU_7013_27,93,17,16205,69,0.5741,0.999,0.8455,0.9948,0.6838,0.6838,0.5196,0.6943,0.9958,0.7865,0.001,0.4259,162,110,5.39,0.54
TCGA_DU_7013_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_40,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_41,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_44,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_46,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_6,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7013_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_19,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_21,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_33,741,113,15340,190,0.7959,0.9927,0.8677,0.9815,0.8303,0.8303,0.7098,0.8213,0.9878,0.8943,0.0073,0.2041,931,854,7.21,0.37
TCGA_DU_7014_3,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_41,1082,110,15036,156,0.874,0.9927,0.9077,0.9838,0.8905,0.8905,0.8027,0.882,0.9897,0.9334,0.0073,0.126,1238,1192,5.0,0.18
TCGA_DU_7014_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_52,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7014_56,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_12,159,25,16145,55,0.743,0.9985,0.8641,0.9951,0.799,0.799,0.6653,0.7989,0.9966,0.8707,0.0015,0.257,214,184,12.0,0.41
TCGA_DU_7018_15,814,589,14897,84,0.9065,0.962,0.5802,0.9589,0.7075,0.7075,0.5474,0.7064,0.9944,0.9342,0.038,0.0935,898,1403,23.32,2.34
TCGA_DU_7018_20,1422,38,14156,768,0.6493,0.9973,0.974,0.9508,0.7792,0.7792,0.6382,0.7724,0.9485,0.8233,0.0027,0.3507,2190,1460,8.94,0.44
TCGA_DU_7018_30,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_34,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_35,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_36,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7018_9,0,50,16334,0,0.0,0.9969,0.0,0.9969,0.0,0.0,0.0,0.0,1.0,0.4985,0.0031,0.0,0,50,,
TCGA_DU_7019_13,465,23,15842,54,0.896,0.9986,0.9529,0.9953,0.9235,0.9235,0.8579,0.9216,0.9966,0.9473,0.0014,0.104,519,488,11.7,0.12
TCGA_DU_7019_18,520,25,15673,166,0.758,0.9984,0.9541,0.9883,0.8448,0.8448,0.7314,0.8449,0.9895,0.8782,0.0016,0.242,686,545,7.28,0.29
TCGA_DU_7019_20,194,93,16059,38,0.8362,0.9942,0.676,0.992,0.7476,0.7476,0.5969,0.7479,0.9976,0.9152,0.0058,0.1638,232,287,5.0,0.41
TCGA_DU_7019_29,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7019_6,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7294_20,0,99,16285,0,0.0,0.994,0.0,0.994,0.0,0.0,0.0,0.0,1.0,0.497,0.006,0.0,0,99,,
TCGA_DU_7294_21,65,410,15909,0,1.0,0.9749,0.1368,0.975,0.2407,0.2407,0.1368,0.3652,1.0,0.9874,0.0251,0.0,65,475,18.87,3.6
TCGA_DU_7294_22,177,171,16036,0,1.0,0.9894,0.5086,0.9896,0.6743,0.6743,0.5086,0.7094,1.0,0.9947,0.0106,0.0,177,348,16.12,1.38
TCGA_DU_7294_5,0,431,15953,0,0.0,0.9737,0.0,0.9737,0.0,0.0,0.0,0.0,1.0,0.4868,0.0263,0.0,0,431,,
TCGA_DU_7298_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7298_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7299_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7299_11,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7299_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7299_29,0,184,16200,0,0.0,0.9888,0.0,0.9888,0.0,0.0,0.0,0.0,1.0,0.4944,0.0112,0.0,0,184,,
TCGA_DU_7300_15,457,95,15704,128,0.7812,0.994,0.8279,0.9864,0.8039,0.8039,0.6721,0.7972,0.9919,0.8876,0.006,0.2188,585,552,5.0,0.35
TCGA_DU_7300_28,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7301_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7301_21,787,80,15396,121,0.8667,0.9948,0.9077,0.9877,0.8868,0.8868,0.7966,0.8805,0.9922,0.9308,0.0052,0.1333,908,867,4.47,0.18
TCGA_DU_7301_24,806,43,15444,91,0.8986,0.9972,0.9494,0.9918,0.9233,0.9233,0.8574,0.9193,0.9941,0.9479,0.0028,0.1014,897,849,5.0,0.12
TCGA_DU_7301_30,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7301_9,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7302_27,93,272,15982,37,0.7154,0.9833,0.2548,0.9811,0.3758,0.3758,0.2313,0.42,0.9977,0.8493,0.0167,0.2846,130,365,13.93,2.48
TCGA_DU_7302_29,46,121,16193,24,0.6571,0.9926,0.2754,0.9911,0.3882,0.3882,0.2408,0.4219,0.9985,0.8249,0.0074,0.3429,70,167,8.06,1.46
TCGA_DU_7302_30,0,1,16383,0,0.0,0.9999,0.0,0.9999,0.0,0.0,0.0,0.0,1.0,0.5,0.0001,0.0,0,1,,
TCGA_DU_7304_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7304_12,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7304_18,609,229,15411,135,0.8185,0.9854,0.7267,0.9778,0.7699,0.7699,0.6259,0.7598,0.9913,0.902,0.0146,0.1815,744,838,11.7,0.76
TCGA_DU_7304_19,538,348,15372,126,0.8102,0.9779,0.6072,0.9711,0.6942,0.6942,0.5316,0.6871,0.9919,0.8941,0.0221,0.1898,664,886,12.08,0.91
TCGA_DU_7304_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7304_29,578,26,15549,231,0.7145,0.9983,0.957,0.9843,0.8181,0.8181,0.6922,0.8196,0.9854,0.8564,0.0017,0.2855,809,604,9.85,0.41
TCGA_DU_7304_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7304_31,0,0,16027,357,0.0,1.0,0.0,0.9782,0.0,0.0,0.0,0.0,0.9782,0.5,0.0,1.0,357,0,,
TCGA_DU_7304_6,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7304_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7306_12,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7306_30,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7306_34,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7306_37,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7309_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7309_20,0,4,16380,0,0.0,0.9998,0.0,0.9998,0.0,0.0,0.0,0.0,1.0,0.4999,0.0002,0.0,0,4,,
TCGA_DU_7309_35,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_7309_38,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_13,188,0,16041,155,0.5481,1.0,1.0,0.9905,0.7081,0.7081,0.5481,0.7368,0.9904,0.7741,0.0,0.4519,343,188,5.83,0.48
TCGA_DU_8162_24,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_26,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_27,0,45,16339,0,0.0,0.9973,0.0,0.9973,0.0,0.0,0.0,0.0,1.0,0.4986,0.0027,0.0,0,45,,
TCGA_DU_8162_29,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_30,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_32,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8162_6,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8163_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8163_15,230,23,16024,107,0.6825,0.9986,0.9091,0.9921,0.7797,0.7797,0.6389,0.784,0.9934,0.8405,0.0014,0.3175,337,253,5.1,0.45
TCGA_DU_8163_30,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_16,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_17,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_21,767,227,15306,84,0.9013,0.9854,0.7716,0.981,0.8314,0.8314,0.7115,0.8242,0.9945,0.9433,0.0146,0.0987,851,994,6.71,0.28
TCGA_DU_8164_24,892,156,15119,217,0.8043,0.9898,0.8511,0.9772,0.8271,0.8271,0.7051,0.8153,0.9859,0.8971,0.0102,0.1957,1109,1048,9.22,0.4
TCGA_DU_8164_31,162,18,16101,103,0.6113,0.9989,0.9,0.9926,0.7281,0.7281,0.5724,0.7384,0.9936,0.8051,0.0011,0.3887,265,180,4.47,0.44
TCGA_DU_8164_34,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_36,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_37,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8164_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8165_19,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8165_21,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8165_29,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8165_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8165_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8166_12,0,1,16383,0,0.0,0.9999,0.0,0.9999,0.0,0.0,0.0,0.0,1.0,0.5,0.0001,0.0,0,1,,
TCGA_DU_8166_18,0,229,16155,0,0.0,0.986,0.0,0.986,0.0,0.0,0.0,0.0,1.0,0.493,0.014,0.0,0,229,,
TCGA_DU_8166_19,189,40,15952,203,0.4821,0.9975,0.8253,0.9852,0.6087,0.6087,0.4375,0.6244,0.9874,0.7398,0.0025,0.5179,392,229,20.4,2.53
TCGA_DU_8166_21,743,582,15032,27,0.9649,0.9627,0.5608,0.9628,0.7093,0.7093,0.5496,0.7201,0.9982,0.9638,0.0373,0.0351,770,1325,12.0,0.95
TCGA_DU_8166_23,775,593,14923,93,0.8929,0.9618,0.5665,0.9581,0.6932,0.6932,0.5305,0.692,0.9938,0.9273,0.0382,0.1071,868,1368,12.53,1.04
TCGA_DU_8166_29,502,6,15681,195,0.7202,0.9996,0.9882,0.9877,0.8332,0.8332,0.7141,0.8382,0.9877,0.8599,0.0004,0.2798,697,508,9.22,0.36
TCGA_DU_8166_30,0,0,15962,422,0.0,1.0,0.0,0.9742,0.0,0.0,0.0,0.0,0.9742,0.5,0.0,1.0,422,0,,
TCGA_DU_8166_32,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8166_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8166_9,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8167_13,168,4,16111,101,0.6245,0.9998,0.9767,0.9936,0.7619,0.7619,0.6154,0.7784,0.9938,0.8121,0.0002,0.3755,269,172,4.0,0.36
TCGA_DU_8167_19,1214,129,14896,145,0.8933,0.9914,0.9039,0.9833,0.8986,0.8986,0.8159,0.8895,0.9904,0.9424,0.0086,0.1067,1359,1343,4.0,0.16
TCGA_DU_8167_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8167_22,725,52,15540,67,0.9154,0.9967,0.9331,0.9927,0.9242,0.9242,0.859,0.9204,0.9957,0.956,0.0033,0.0846,792,777,2.24,0.09
TCGA_DU_8167_36,0,74,16310,0,0.0,0.9955,0.0,0.9955,0.0,0.0,0.0,0.0,1.0,0.4977,0.0045,0.0,0,74,,
TCGA_DU_8167_5,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8167_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8168_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8168_16,322,312,15717,33,0.907,0.9805,0.5079,0.9789,0.6512,0.6512,0.4828,0.67,0.9979,0.9438,0.0195,0.093,355,634,11.4,0.75
TCGA_DU_8168_19,1232,38,14986,128,0.9059,0.9975,0.9701,0.9899,0.9369,0.9369,0.8813,0.932,0.9915,0.9517,0.0025,0.0941,1360,1270,5.0,0.09
TCGA_DU_8168_24,871,27,15288,198,0.8148,0.9982,0.9699,0.9863,0.8856,0.8856,0.7947,0.8821,0.9872,0.9065,0.0018,0.1852,1069,898,6.0,0.23
TCGA_DU_8168_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_8168_3,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
