imagen_id,VP,FP,VN,FN,sensibilidad,especificidad,precision,exactitud,f1_score,dice,iou,mcc,npv,balanced_accuracy,fpr,fnr,area_real,area_predicha,hausdorff_distance,avg_surface_distance
TCGA_DU_A5TP_15,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TP_16,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TP_17,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TP_18,0,40,16344,0,0.0,0.9976,0.0,0.9976,0.0,0.0,0.0,0.0,1.0,0.4988,0.0024,0.0,0,40,,
TCGA_DU_A5TP_32,88,0,15989,307,0.2228,1.0,1.0,0.9813,0.3644,0.3644,0.2228,0.4675,0.9812,0.6114,0.0,0.7772,395,88,15.0,2.2
TCGA_DU_A5TP_38,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TR_12,55,76,16252,1,0.9821,0.9953,0.4198,0.9953,0.5882,0.5882,0.4167,0.6406,0.9999,0.9887,0.0047,0.0179,56,131,5.39,0.64
TCGA_DU_A5TR_13,146,81,16118,39,0.7892,0.995,0.6432,0.9927,0.7087,0.7087,0.5489,0.7089,0.9976,0.8921,0.005,0.2108,185,227,3.0,0.43
TCGA_DU_A5TR_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TR_20,799,26,15100,459,0.6351,0.9983,0.9685,0.9704,0.7672,0.7672,0.6223,0.7712,0.9705,0.8167,0.0017,0.3649,1258,825,18.79,0.69
TCGA_DU_A5TR_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_11,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_15,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_27,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_40,71,142,16171,0,1.0,0.9913,0.3333,0.9913,0.5,0.5,0.3333,0.5748,1.0,0.9956,0.0087,0.0,71,213,13.6,2.02
TCGA_DU_A5TT_48,334,16,15925,109,0.754,0.999,0.9543,0.9924,0.8424,0.8424,0.7277,0.8446,0.9932,0.8765,0.001,0.246,443,350,5.83,0.25
TCGA_DU_A5TT_51,402,6,15864,112,0.7821,0.9996,0.9853,0.9928,0.872,0.872,0.7731,0.8745,0.993,0.8909,0.0004,0.2179,514,408,3.0,0.16
TCGA_DU_A5TT_55,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TT_56,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TU_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TU_12,474,213,15663,34,0.9331,0.9866,0.69,0.9849,0.7933,0.7933,0.6574,0.7953,0.9978,0.9598,0.0134,0.0669,508,687,9.85,0.51
TCGA_DU_A5TU_23,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TU_2,0,475,15909,0,0.0,0.971,0.0,0.971,0.0,0.0,0.0,0.0,1.0,0.4855,0.029,0.0,0,475,,
TCGA_DU_A5TU_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TU_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TW_10,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_16,0,17,16367,0,0.0,0.999,0.0,0.999,0.0,0.0,0.0,0.0,1.0,0.4995,0.001,0.0,0,17,,
TCGA_DU_A5TY_23,114,71,16176,23,0.8321,0.9956,0.6162,0.9943,0.7081,0.7081,0.5481,0.7134,0.9986,0.9139,0.0044,0.1679,137,185,14.87,1.23
TCGA_DU_A5TY_27,104,2,16006,272,0.2766,0.9999,0.9811,0.9833,0.4315,0.4315,0.2751,0.5164,0.9833,0.6382,0.0001,0.7234,376,106,10.0,1.27
TCGA_DU_A5TY_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_31,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_34,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_36,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_DU_A5TY_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_EZ_7264_14,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_EZ_7264_23,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5962_32,817,43,15456,68,0.9232,0.9972,0.95,0.9932,0.9364,0.9364,0.8804,0.9329,0.9956,0.9602,0.0028,0.0768,885,860,3.0,0.07
TCGA_FG_5962_3,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5962_44,111,73,16173,27,0.8043,0.9955,0.6033,0.9939,0.6894,0.6894,0.5261,0.6937,0.9983,0.8999,0.0045,0.1957,138,184,4.24,0.48
TCGA_FG_5962_51,0,584,15800,0,0.0,0.9644,0.0,0.9644,0.0,0.0,0.0,0.0,1.0,0.4822,0.0356,0.0,0,584,,
TCGA_FG_5962_5,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5964_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5964_20,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5964_22,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_5964_23,0,6,16378,0,0.0,0.9996,0.0,0.9996,0.0,0.0,0.0,0.0,1.0,0.4998,0.0004,0.0,0,6,,
TCGA_FG_5964_5,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6688_10,0,5,16379,0,0.0,0.9997,0.0,0.9997,0.0,0.0,0.0,0.0,1.0,0.4998,0.0003,0.0,0,5,,
TCGA_FG_6688_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6688_6,0,45,16339,0,0.0,0.9973,0.0,0.9973,0.0,0.0,0.0,0.0,1.0,0.4986,0.0027,0.0,0,45,,
TCGA_FG_6688_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6689_14,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6689_29,757,40,14842,745,0.504,0.9973,0.9498,0.9521,0.6585,0.6585,0.4909,0.6724,0.9522,0.7507,0.0027,0.496,1502,797,20.25,1.91
TCGA_FG_6689_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6689_34,589,4,15090,701,0.4566,0.9997,0.9933,0.957,0.6256,0.6256,0.4552,0.658,0.9556,0.7282,0.0003,0.5434,1290,593,20.52,1.98
TCGA_FG_6689_40,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6689_41,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6689_5,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6690_25,41,103,16234,6,0.8723,0.9937,0.2847,0.9933,0.4293,0.4293,0.2733,0.4962,0.9996,0.933,0.0063,0.1277,47,144,27.51,6.64
TCGA_FG_6690_33,243,54,16054,33,0.8804,0.9966,0.8182,0.9947,0.8482,0.8482,0.7364,0.8461,0.9979,0.9385,0.0034,0.1196,276,297,29.15,0.35
TCGA_FG_6690_34,208,35,16102,39,0.8421,0.9978,0.856,0.9955,0.849,0.849,0.7376,0.8467,0.9976,0.92,0.0022,0.1579,247,243,31.3,0.63
TCGA_FG_6690_36,35,101,16246,2,0.9459,0.9938,0.2574,0.9937,0.4046,0.4046,0.2536,0.4917,0.9999,0.9699,0.0062,0.0541,37,136,27.46,4.93
TCGA_FG_6690_51,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6690_53,0,117,16267,0,0.0,0.9929,0.0,0.9929,0.0,0.0,0.0,0.0,1.0,0.4964,0.0071,0.0,0,117,,
TCGA_FG_6690_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6690_9,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6691_28,780,131,15429,44,0.9466,0.9916,0.8562,0.9893,0.8991,0.8991,0.8168,0.8948,0.9972,0.9691,0.0084,0.0534,824,911,3.16,0.13
TCGA_FG_6691_29,538,71,15748,27,0.9522,0.9955,0.8834,0.994,0.9165,0.9165,0.8459,0.9141,0.9983,0.9739,0.0045,0.0478,565,609,3.16,0.11
TCGA_FG_6691_30,444,109,15756,75,0.8555,0.9931,0.8029,0.9888,0.8284,0.8284,0.707,0.823,0.9953,0.9243,0.0069,0.1445,519,553,5.0,0.28
TCGA_FG_6691_46,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6691_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6691_7,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6691_9,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6692_10,0,401,15983,0,0.0,0.9755,0.0,0.9755,0.0,0.0,0.0,0.0,1.0,0.4878,0.0245,0.0,0,401,,
TCGA_FG_6692_19,308,8,15948,120,0.7196,0.9995,0.9747,0.9922,0.828,0.828,0.7064,0.834,0.9925,0.8596,0.0005,0.2804,428,316,4.0,0.26
TCGA_FG_6692_22,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6692_24,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6692_25,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_6692_4,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7634_19,364,103,15780,137,0.7265,0.9935,0.7794,0.9854,0.7521,0.7521,0.6026,0.745,0.9914,0.86,0.0065,0.2735,501,467,5.83,0.54
TCGA_FG_7634_1,0,398,15986,0,0.0,0.9757,0.0,0.9757,0.0,0.0,0.0,0.0,1.0,0.4879,0.0243,0.0,0,398,,
TCGA_FG_7634_8,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7637_23,667,20,15620,77,0.8965,0.9987,0.9709,0.9941,0.9322,0.9322,0.873,0.9299,0.9951,0.9476,0.0013,0.1035,744,687,5.83,0.12
TCGA_FG_7637_25,477,9,15652,246,0.6598,0.9994,0.9815,0.9844,0.7891,0.7891,0.6516,0.798,0.9845,0.8296,0.0006,0.3402,723,486,12.04,0.55
TCGA_FG_7637_27,656,14,15565,149,0.8149,0.9991,0.9791,0.9901,0.8895,0.8895,0.801,0.8884,0.9905,0.907,0.0009,0.1851,805,670,8.0,0.3
TCGA_FG_7637_28,257,0,15912,215,0.5445,1.0,1.0,0.9869,0.7051,0.7051,0.5445,0.733,0.9867,0.7722,0.0,0.4555,472,257,7.28,0.54
TCGA_FG_7637_29,466,111,15768,39,0.9228,0.993,0.8076,0.9908,0.8614,0.8614,0.7565,0.8587,0.9975,0.9579,0.007,0.0772,505,577,4.0,0.2
TCGA_FG_7637_37,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7637_38,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7637_3,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7643_12,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7643_22,0,101,16283,0,0.0,0.9938,0.0,0.9938,0.0,0.0,0.0,0.0,1.0,0.4969,0.0062,0.0,0,101,,
TCGA_FG_7643_24,0,327,16057,0,0.0,0.98,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.49,0.02,0.0,0,327,,
TCGA_FG_7643_27,341,133,15851,59,0.8525,0.9917,0.7194,0.9883,0.7803,0.7803,0.6398,0.7773,0.9963,0.9221,0.0083,0.1475,400,474,4.0,0.32
TCGA_FG_7643_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7643_35,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7643_40,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_7643_44,0,97,16287,0,0.0,0.9941,0.0,0.9941,0.0,0.0,0.0,0.0,1.0,0.497,0.0059,0.0,0,97,,
TCGA_FG_8189_11,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_8189_13,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_8189_31,648,119,15546,71,0.9013,0.9924,0.8449,0.9884,0.8721,0.8721,0.7733,0.8666,0.9955,0.9468,0.0076,0.0987,719,767,6.32,0.2
TCGA_FG_8189_34,463,5,15758,158,0.7456,0.9997,0.9893,0.9901,0.8503,0.8503,0.7396,0.8543,0.9901,0.8726,0.0003,0.2544,621,468,7.07,0.26
TCGA_FG_8189_3,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_8189_43,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_8189_51,0,1472,14912,0,0.0,0.9102,0.0,0.9102,0.0,0.0,0.0,0.0,1.0,0.4551,0.0898,0.0,0,1472,,
TCGA_FG_8189_53,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A4MT_16,877,13,15341,153,0.8515,0.9992,0.9854,0.9899,0.9135,0.9135,0.8408,0.9109,0.9901,0.9253,0.0008,0.1485,1030,890,5.0,0.14
TCGA_FG_A4MT_23,545,11,15665,163,0.7698,0.9993,0.9802,0.9894,0.8623,0.8623,0.758,0.8637,0.9897,0.8845,0.0007,0.2302,708,556,8.06,0.25
TCGA_FG_A4MT_31,0,68,16316,0,0.0,0.9958,0.0,0.9958,0.0,0.0,0.0,0.0,1.0,0.4979,0.0042,0.0,0,68,,
TCGA_FG_A4MT_33,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A4MT_36,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A4MT_45,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A4MT_8,185,0,16063,136,0.5763,1.0,1.0,0.9917,0.7312,0.7312,0.5763,0.756,0.9916,0.7882,0.0,0.4237,321,185,6.08,0.41
TCGA_FG_A4MT_9,297,1,15892,194,0.6049,0.9999,0.9966,0.9881,0.7529,0.7529,0.6037,0.7717,0.9879,0.8024,0.0001,0.3951,491,298,8.0,0.5
TCGA_FG_A4MU_10,192,49,16094,49,0.7967,0.997,0.7967,0.994,0.7967,0.7967,0.6621,0.7936,0.997,0.8968,0.003,0.2033,241,241,6.71,0.34
TCGA_FG_A4MU_16,1720,97,13670,897,0.6572,0.993,0.9466,0.9393,0.7758,0.7758,0.6338,0.7586,0.9384,0.8251,0.007,0.3428,2617,1817,15.0,0.85
TCGA_FG_A4MU_18,1514,74,14080,716,0.6789,0.9948,0.9534,0.9518,0.7931,0.7931,0.6571,0.7808,0.9516,0.8368,0.0052,0.3211,2230,1588,18.44,0.87
TCGA_FG_A4MU_19,1635,76,14225,448,0.7849,0.9947,0.9556,0.968,0.8619,0.8619,0.7573,0.8492,0.9695,0.8898,0.0053,0.2151,2083,1711,8.25,0.33
TCGA_FG_A4MU_23,1006,74,15121,183,0.8461,0.9951,0.9315,0.9843,0.8867,0.8867,0.7965,0.8795,0.988,0.9206,0.0049,0.1539,1189,1080,9.85,0.25
TCGA_FG_A4MU_25,463,20,15695,206,0.6921,0.9987,0.9586,0.9862,0.8038,0.8038,0.672,0.8082,0.987,0.8454,0.0013,0.3079,669,483,6.32,0.36
TCGA_FG_A4MU_26,249,5,16053,77,0.7638,0.9997,0.9803,0.995,0.8586,0.8586,0.7523,0.863,0.9952,0.8817,0.0003,0.2362,326,254,5.0,0.2
TCGA_FG_A60K_13,0,320,16064,0,0.0,0.9805,0.0,0.9805,0.0,0.0,0.0,0.0,1.0,0.4902,0.0195,0.0,0,320,,
TCGA_FG_A60K_21,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A60K_2,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A60K_43,0,0,16128,256,0.0,1.0,0.0,0.9844,0.0,0.0,0.0,0.0,0.9844,0.5,0.0,1.0,256,0,,
TCGA_FG_A60K_49,123,5,16080,176,0.4114,0.9997,0.9609,0.989,0.5761,0.5761,0.4046,0.6249,0.9892,0.7055,0.0003,0.5886,299,128,10.82,1.21
TCGA_FG_A60K_57,0,0,16334,50,0.0,1.0,0.0,0.9969,0.0,0.0,0.0,0.0,0.9969,0.5,0.0,1.0,50,0,,
TCGA_FG_A60K_65,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A60K_69,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_FG_A60K_9,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7473_13,734,201,15265,184,0.7996,0.987,0.785,0.9765,0.7922,0.7922,0.6559,0.7798,0.9881,0.8933,0.013,0.2004,918,935,9.43,0.5
TCGA_HT_7473_1,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7473_21,263,46,15774,301,0.4663,0.9971,0.8511,0.9788,0.6025,0.6025,0.4311,0.6211,0.9813,0.7317,0.0029,0.5337,564,309,11.7,1.05
TCGA_HT_7473_22,206,30,15884,264,0.4383,0.9981,0.8729,0.9821,0.5836,0.5836,0.412,0.6114,0.9837,0.7182,0.0019,0.5617,470,236,21.54,1.74
TCGA_HT_7473_2,0,125,16259,0,0.0,0.9924,0.0,0.9924,0.0,0.0,0.0,0.0,1.0,0.4962,0.0076,0.0,0,125,,
TCGA_HT_7475_13,0,65,16319,0,0.0,0.996,0.0,0.996,0.0,0.0,0.0,0.0,1.0,0.498,0.004,0.0,0,65,,
TCGA_HT_7475_16,0,0,16346,38,0.0,1.0,0.0,0.9977,0.0,0.0,0.0,0.0,0.9977,0.5,0.0,1.0,38,0,,
TCGA_HT_7475_17,35,53,16282,14,0.7143,0.9968,0.3977,0.9959,0.5109,0.5109,0.3431,0.5312,0.9991,0.8555,0.0032,0.2857,49,88,4.12,0.81
TCGA_HT_7475_32,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7602_12,107,253,16016,8,0.9304,0.9844,0.2972,0.9841,0.4505,0.4505,0.2908,0.521,0.9995,0.9574,0.0156,0.0696,115,360,34.48,5.29
TCGA_HT_7602_15,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7602_17,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7602_18,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7602_3,0,249,16135,0,0.0,0.9848,0.0,0.9848,0.0,0.0,0.0,0.0,1.0,0.4924,0.0152,0.0,0,249,,
TCGA_HT_7605_11,0,0,16384,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0,,
TCGA_HT_7605_16,0,95,16289,0,0.0,0.9942,0.0,0.9942,0.0,0.0,0.0,0.0,1.0,0.4971,0.0058,0.0,0,95,,
